Proposal Number:,type,pub_title,authors,reference_no
NPRP8-627-2-260,Journal Paper,On the Performance of Multihop-Intervehicular Communications Systems Over n∗Rayleigh Fading Channels,"Yahia Alghorani,  Georges Kaddoum, Sami Muhaidat, Samuel Pierre, Naofal Al-Dhahir",ISSN:21622337
NPRP8-627-2-260,Journal Paper,Enhanced-Reliability Cyclic Generalized Spatial-and-Temporal Modulation,"Ahmed G. Helmy, Marco Di Renzo, and Naofal Al-Dhahir",ISSN:10897798
NPRP8-627-2-260,Journal Paper,On the Performance of Multihop-Intervehicular Communications Systems Over n∗Rayleigh Fading Channels,"Yahia Alghorani, Georges Kaddoum, Sami Muhaidat, Samuel Pierre, Naofal Al-Dhahir",ISSN:21622337
NPRP8-627-2-260,Journal Paper,Differential Spatially-Modulated Space-Time Block Codes with Temporal Permutations,"Ahmed G. Helmy, Marco Di Renzo, and Naofal Al-Dhahir",ISSN:00189545
NPRP8-627-2-260,Journal Paper,On the Robustness of Spatial Modulation to I/Q Imbalance,"Ahmed G. Helmy, Marco Di Renzo, and Naofal Al-Dhahir",ISSN:10897798
NPRP8-627-2-260,Journal Paper,Impact of the Wireless Network’s PHY Security and Reliability on Demand-Side Management Cost in the Smart Grid,"Ahmed El Shafie, Dusit Niyato, Ridha Hamila, and
Naofal Al-Dhahir",ISSN:21693536
NPRP8-627-2-260,Journal Paper,Probabilistic Jamming/Eavesdropping Attacks to Confuse a Buffer-Aided Transmitter-Receiver Pair,"Ahmed El Shafie, Kamel Tourki, Zhiguo Ding, Naofal Al-Dhahir",ISSN:10897798
NPRP8-627-2-260,Journal Paper,An Artificial-Noise-Aided Hybrid TS/PS Scheme for OFDM-Based SWIPT Systems,"Ahmed El Shafie, Kamel Tourki, and Naofal Al-Dhahir",ISSN:10897798
NPRP8-627-2-260,Journal Paper,QoS-Aware Enhanced-Security for TDMA Transmissions from Buffered Source Nodes,"Ahmed El Shafie, Trung Q. Duong, and Naofal Al-Dhahir",ISSN:15361276
NPRP8-627-2-260,Journal Paper,Achievable Rates of Buffer-Aided Full-Duplex Gaussian Relay Channels,"Ahmed El Shafie, Ahmed Sultan, Ioannis Krikidis, Naofal Al-Dhahir, Ridha Hamila",ISSN:21693536
NPRP8-627-2-260,Journal Paper,A Secret-Key-Aided Scheme to Secure Transmissions from Single-Antenna RF-EH Source Nodes,"Ahmed El Shafie, Asma Mabrouk, Kamel Tourki, Naofal Al-Dhahir, Ridha Hamila",ISSN:08094280
NPRP8-627-2-260,Journal Paper,AN-Aided Relay-Selection Scheme for Securing Untrusted RF-EH Relay Systems,"A. Mabrouk, A. El Shafie, K. Tourki and N. Al-Dhahir",ISSN:24732400
NPRP8-627-2-260,Journal Paper,A Secure Relay Selection AN-Aided Scheme for Dual-Hop DF Relay Networks with Two-Sided Eavesdropping,"A. El Shafie, A. Mabrouk, K. Tourki and N. Al-Dhahir",ISSN:17134491
NPRP8-627-2-260,Journal Paper,A Secret-Key-Aided Scheme to Secure Transmissions from Single-Antenna RF-EH Source Nodes,"A. El Shafie, A. Mabrouk, K. Tourki, N. Al-Dhahir, and R. Hamila",ISSN:08094280
NPRP8-627-2-260,Journal Paper,Adaptive Secure Transmission for RF-EH Untrusted Relaying with Alien Eavesdropping,"A. Mabrouk, A. El Shafie, K. Tourki and N. Al-Dhahir",ISSN:10897798
NPRP8-627-2-260,Journal Paper,Efficient AN-Aided Scheme to Power RF-EH Source Nodes and Secure Their Transmissions,"A. El Shafie, A. Mabrouk, K. Tourki and N. Al-Dhahir",ISSN:21622337
NPRP8-627-2-260,Conference Paper,Multi-Agent System Architecture for Enhanced Resiliency in Autonomous Microgrids,"Venkateswaran Lakshminarayanan, Bohang Zhu and Kaushik Rajashekara",DOI:10.0000/abcd
NPRP8-627-2-260,Journal Paper,Novel Bidirectional Single-phase Single-stage Isolated AC-DC Converter with PFC for Charging of Electric Vehicles,"Rajagopal Prasanna, Anant Kumar Singh, and Kaushik Rajashekara",ISSN:2332-7782
NPRP8-627-2-260,Conference Paper,Optimal Energy Management Scheme for Electric Vehicle Integration in Microgrid,"Venkateswaran Lakshminarayanan, Sumit Pramanick, Kaushik Rajashekara, Lazhar Ben-Brahim and Adel Gastli",DOI:10.0000/aaaa
NPRP8-627-2-260,Conference Paper,A three-dimensional predictive current trajectory control method for open-end winding induction motor,"Bohang Zhu, Kaushik Rajashekara",DOI:10.1109/ECCE.2017.8096642
NPRP8-627-2-260,Journal Paper,Modeling and control for new LLCL filter based grid-tied PV inverterswith active power decoupling and active resonance dampingcapabilities,"Ahmad Khan, Adel Gastli, Lazhar Ben-Brahim",ISSN:03787796
NPRP8-627-2-260,Conference Paper,Dual Active Full Bridge Implementation on Typhoon HIL for G2V and V2G Applications,"A. Khan, F. Jarraya, A. Gastli, L. Ben-Brahim, R. Hamila
K. Rajashekara",DOI:10/0000/1000
NPRP8-627-2-260,Journal Paper,Secret-Key-Aided Scheme for Securing Untrusted DF Relaying Networks,"Ahmed El Shafie, Ahmed Sultan, Asma Mabrouk, Kamel Tourki, Naofal Al-Dhahir",ISSN:00189545
NPRP8-627-2-260,Conference Paper,Electrolytic Capacitor-less Dual Buck Inverter with CM and DM Active Resonance Damping Control for Non- Isolated Grid-Connected PV Applications,"Ahmad Khan, Lazhar Ben-Brahim, Adel Gastli, Nasser Al-Emadi",DOI:0000/XXXX
NPRP8-627-2-260,Conference Paper,Fault Detection in Modular Multilevel Converter using Principle Component Analysis,"Mahdi Houchati , Lazhar Ben-Brahim, Adel Gastli, and Nader Meskin",DOI:1111/XXXX
NPRP8-627-2-260,Journal Paper,Sparsity-Based Joint NBI and Impulse Noise Mitigation in Hybrid PLC-Wireless Transmissions,"MAHMOUD ELGENEDY, MOHAMED MOKHTAR AWADIN2, RIDHA HAMILA , WAHEED U. BAJWA , AHMED S. IBRAHIM,
AND NAOFAL AL-DHAHI",ISSN:21693536
NPRP8-627-2-260,Journal Paper,A Secret-Key-Aided Scheme to Secure Transmissions From Single-Antenna RF-EH Source Nodes,"Ahmed El Shafie, Asma Mabrouk, Kamel Tourki, Naofal Al-Dhahir, Ridha Hamila",ISSN:21622345
NPRP8-627-2-260,Journal Paper,Impact of Passive and Active Security Attacks on MIMO Smart Grid Communications,Ahmed El Shafie ; Hamadi Chihaoui ; Ridha Hamila ; Naofal Al-Dhahir ; Adel Gastli ; Lazhar Ben-Brahim,ISSN:19328184
NPRP8-690-2-298,Journal Paper,Effects of nano-sepiolite on rheological properties and filtration loss of water-based drilling fluids,"J. Abdo,a* H. AL-Sharjib and E. Hassana",ISSN:10969918
NPRP8-690-2-298,Conference Paper,Nanoclays Modified Drilling Fluids: Promising Solution for Enhance Oil Recovery,Jamil Abdo and Jan Kwak,DOI:10.1145/2330601.2330603.
NPRP8-690-2-298,Conference Paper,Effect of Nano-Clays on the Lubricity of Drilling Fluids,"Jamil Abdo
Hamed Al-Sharji",DOI:10.1115/DETC2016
NPRP8-690-2-298,Conference Paper,Fabrication of EXPERIMENTAL Setup for INVESTIGATION OF DRILL STRING FATIGUE FAILURE,"Jamil Abdo
Edris Hassan
Jan Kwak",DOI:10.1115/DETC2017-34060
NPRP8-690-2-298,Journal Paper,Modeling and experimental investigations of Drill pipe Failure,"Jamil Abdo
Khaled Boulbrachene
Jan Kwak
Edris Hassan",ISSN:17266742
NPRP8-690-2-298,Journal Paper,Design of a testing facility for investigation of drill pipes fatigue failure,"Jamil Abdo
Edris Hassan
Abdullah Al-Shabibi
Jan Kwak",ISSN:17266009
NPRP8-690-2-298,Conference Paper,MODELING AND EXPERIMENTAL INVESTIGATIONS OF DRILL PIPE FAILURE,"Jamil Abdo
Edris Hassan
Khaled Boulbrachene
Jan Kwak",DOI:10.1115/IMECE2017-70369
NPRP8-690-2-298,Journal Paper,"Drillstring Failure-Identification, Modeling, and Experimental Characterization","Jamil Abdo
Edris Hassan
Khaled Boulbrachene
Jan Kwak",ISSN:23329025
NPRP8-690-2-298,Conference Paper,Design Modification and Fabrication of a Vibration Testing Facility to Investigate Induced Torsional and Lateral Vibrations in Drillstrings,"Jamil Abdo
Khaled Boulbrachene 
Edris Hassan
Jan Kwak",DOI:10.1016/j.ijfatigue.2018.09.016
NPRP8-601-5-074,Journal Paper,How Many Factors? Does Adding Momentum and Volatility Improve Performance,"Mohammed Elgammal
Finance and Economics Department
College of Business and Economics
Qatar University
Fatma Ehab Zaki Ebrahim Ahmed
Finance and Economics Department
College of Business and Economics
Qatar University
David G McMillan
Division of Accounting and Finance",ISSN:26037475
NPRP8-594-2-244,,,,
NPRP8-503-5-065,,,,
NPRP8-547-2-222,Book,"Proceedings of TechConnect World Innovation Conference &amp; Expo., Materials for Energy, Efficiency and Sustainability","M. Glushenkov, R. Bhosale, A. Kumar, F. AlMomani, A. Kronberg",ISBN:978-0-9975-1171-0
NPRP8-547-2-222,Journal Paper,"On the transformation of heat into mechanical energy: new principles, designs, and modeling methods","Dr. A. Kronberg, M. Glushenkov, T. Knoke, Prof. Dr. E. Kenig",ISSN:15222640
NPRP8-547-2-222,Journal Paper,Model-based Analysis of Novel Heat Engines for Low-Temperature Heat Conversion,"Torben Knoke, Eugeny Y. Kenig, Alexander Kronberg, Maxim Glushenkov",ISSN:22839216
NPRP8-547-2-222,Online Paper,"Isobaric Expansion Engines: New Opportunities in Energy Conversion for Heat Engines, Pumps and Compressors","Maxim Glushenkov, Alexander Kronberg, Torben Knoke and Eugeny Y. Kenig",DOI:10.3390/en11010154
NPRP8-547-2-222,Journal Paper,"Mathematical modeling, simulation and optimization of solar thermal powered Encontech engine for desalination","Gorakshnath D. Takalkar, Rahul R. Bhosale⁎",ISSN:0038092X
NPRP8-531-1-111,Conference Paper,Security Modelling and Analysis of Dynamic Enterprise Networks,Simon Enoch Yusuf ;  Mengmeng Ge;  Jin B. Hong ;  Huy Kang Kim ;  Paul Kim ; Dong Seong Kim,DOI:10.1109/CIT.2016.88
NPRP8-531-1-111,Conference Paper,Evaluating the Effectiveness of Security Metrics for Dynamic Networks,Simon Enoch Yusuf ; Mengmeng Ge ; Jin B. Hong ; Hani Alzaid ; Dong Seong Kim,DOI:10.1109/Trustcom/BigDataSE/ICESS.2017.248
NPRP8-531-1-111,Conference Paper,Discovering and Mitigating New Attack Paths Using Graphical Security Models,Jin Bum Hong ;  Dong Seong Kim,DOI:10.1109/DSN-W.2017.18
NPRP8-531-1-111,Conference Paper,Evaluating the Effectiveness of Security Metrics for Dynamic Networks,"Simon Enoch Yusuf, Mengmeng Ge, Jin B. Hong, Hani Alzaid, and Dong Seong Kim",DOI:DOI:10.1109/Trustcom/BigDataSE/ICESS.2017.248
NPRP8-531-1-111,Conference Paper,Effective Security Analysis for Combinations of MTD Techniques on Cloud Computing,"Alavizadeh, H. and Hong, J. and Kim, D. and Jang-Jaccard, J.;",DOI:https://doi.org/10.1007/978-3-319-72359-4_32
NPRP8-531-1-111,Conference Paper,Effective Security Analysis for Combinations of MTD Techniques on Cloud Computing,"Hooman Alavizadeh,
Dong Seong Kim,
Jin B. Hong,
Julian Jang-Jaccard",DOI:https://0-doi.org.mylibrary.qu.edu.qa/10.1007/978-3-319-72359-4_32
NPRP8-531-1-111,Journal Paper,A systematic evaluation of cybersecurity metrics for dynamic networks,"Simon Yusuf Enocha, Mengmeng Ge, Jin B. Hong, Hani Alzaid, Dong Seong Kim",ISSN:13891286
NPRP8-531-1-111,Journal Paper,Dynamic security metrics for measuring the effectiveness of moving target defense techniques,"Jin B. Hong, Simon Yusuf Enoch, Dong Seong Kim, Armstrong Nhlabatsi, Noora Fetais, Khaled M. Khan",ISSN:01674048
NPRP8-531-1-111,Conference Paper,Stateless Security Risk Assessment for Dynamic Networks,"Jin Bum Hong, Simon Enoch Yusuf,
Dong Seong Kim, Khaled MD Khan",DOI:10.1109/DSN-W.2018.00032
NPRP8-531-1-111,Conference Paper,Spiral^SRA: A Threat-Specific Security Risk Assessment Framework for the Cloud,"Armstrong Nhlabatsi, Jin B. Hong, Dong Seong Kim, Rachael Fernandez, Noora Fetais, Khaled M. Khan",DOI:10.1109/QRS.2018.00049
NPRP8-531-1-111,Conference Paper,Time Independent Security Analysis for Dynamic Networks Using Graphical Security Models,"Simon Yusuf Enoch, Jin B. Hong, Dong Seong Kim",DOI:10.1109/TrustCom/BigDataSE.2018.00089
NPRP8-519-1-108,Journal Paper,Context Aware Concurrent Execution Framework forWeb Browsers,"Aamir Saeed, Aiman Mahmood Erbad and Rasmus Løvenstein Olsen",ISSN:1902-0988
NPRP8-519-1-108,Journal Paper,Mobile Video Streaming over Dynamic Single-Frequency Networks,Saleh Almowuena and Mohamed Hefeeda,ISSN:15516857
NPRP8-519-1-108,Conference Paper,Dependency-aware caching for HTTP Adaptive Streaming,C. Zhang and J. Liu and F. Chen and Y. Cui and E. C. H. Ngai,DOI:10.1109/DMIAF.2016.7574908
NPRP8-519-1-108,Conference Paper,Power-Aware Wireless Transmission for Computation Offloading in Mobile Cloud,L. Zhang and C. Zhang and J. Liu and X. Chu and K. Xu and H. Wang and Y. Jiang,DOI:10.1109/ICCCN.2016.7568560
NPRP8-519-1-108,Conference Paper,Inter-player Delay Optimization in Multiplayer Cloud Gaming,"Yuchi Chen, Jiangchuan Liu, Yong Cui",DOI:10.1109/CLOUD.2016.0098
NPRP8-519-1-108,Journal Paper,Crowdsourced Multi-View Live Video Streaming using Cloud Computing,"Kashif Bilal, Aiman Erbad, Mohamed Hefeeda",ISSN:21693536
NPRP8-519-1-108,Conference Paper,Edge computing for interactive media and video streaming,"Kashif Bilal, Aiman Erbad",DOI:10.1109/FMEC.2017.7946410
NPRP8-519-1-108,Conference Paper,"Impact of Multiple Video Representations in Live Streaming: A Cost, Bandwidth, and QoE Analysis","Kashif Bilal, Aiman Erbad",DOI:10.1109/IC2E.2017.20
NPRP8-519-1-108,Journal Paper,CrowdTranscoding: Online Video Transcoding With Massive Viewers,"Q. He, C. Zhang and J. Liu",ISSN:19410077
NPRP8-519-1-108,Journal Paper,Cloud-Assisted Crowdsourced Livecast,"Cong Zhang, Jiangchuan Liu, and Haiyang Wang",ISSN:15516865
NPRP8-519-1-108,Journal Paper,Fog-Based Transcoding for Crowdsourced Video Livecast,"Q. He, C. Zhang, X. Ma and J. Liu",ISSN:01636804
NPRP8-519-1-108,Conference Paper,Seeker: Topic-Aware Viewing Pattern Prediction in Crowdsourced Interactive Live Streaming,"Cong Zhang, Jiangchuan Liu, Ming Ma, Lifeng Sun, and Bo Li.",DOI:10.1145/3083165.3083179
NPRP8-519-1-108,Conference Paper,Adaptive Multicast Streaming of Virtual Reality Content to Mobile Users,"Hamed Ahmadi  
 Omar Eltobgy  
 Mohamed Hefeeda",DOI:10.1145/3126686.3126743
NPRP8-519-1-108,Journal Paper,Disseminating Multilayer Multimedia Content Over Challenged Networks,"H. J. Hong
T. El-Ganainy
C. H. Hsu
K. A. Harras
M. Hefeeda",ISSN:15209210
NPRP8-519-1-108,Conference Paper,QoE-fair Adaptive Streaming of Free-viewpoint Videos over LTE Networks,"Ahmed Hamza
Hamed Ahmadi
Saleh Almowuena
Mohamed Hefeeda",DOI:10.1145/3126686.3126738
NPRP8-519-1-108,Conference Paper,MASH: A rate adaptation algorithm for multiview video streaming over HTTP,"Khaled Diab 
Mohamed Hefeeda",DOI:10.1109/INFOCOM.2017.8057059
NPRP8-519-1-108,Conference Paper,Sports VR Content Generation from Regular Camera Feeds,"Kiana Calagari
Mohamed Elgharib
Shervin Shirmohammadi
Mohamed Hefeeda",DOI:10.1145/3123266.3123315
NPRP8-519-1-108,Journal Paper,"Potentials, trends, and prospects in edge technologies: Fog, cloudlet, mobile edge, and micro data centers","Kashif Bilal
Osman Khalid
Aiman Erbad
Samee U. Khan",ISSN:13891286
NPRP8-519-1-108,Journal Paper,QoE-aware distributed cloud-based live streaming of multisourced multiview videos,"K. Bilal, A. Erbad, M. Hefeeda",ISSN:10848045
NPRP8-519-1-108,Conference Paper,Mobile-Friendly HTTP Middleware with Screen Scrolling,"L. Zhang, F. Wang, and J. Liu",DOI:10.1109/ICDCS.2018.00140
NPRP8-519-1-108,Conference Paper,Dynamic input anomaly detection in interactive multimedia services,"M. Shatnawi, M. Hefeeda",DOI:10.1145/3204949.3204954
NPRP8-519-1-108,Conference Paper,MultiView Live Video Streaming using Cloud Computing,"A. Erbad, K. Bilal",DOI:10.5339/qfarc.2018.ICTPP949
NPRP8-517-3-112,,,,
NPRP8-509-2-209,Online Paper,PdZn nanoparticle electrocatalysts synthesized by solution combustion for methanol oxidation reaction in an alkaline medium,"M. A. Matin, A. Kumar, R. R. Bhosale, M. A. H. Saleh Saad, F. A. Almomani and M. J. Al-Marri",DOI:10.1039/C7RA07013F
NPRP8-509-2-209,Online Paper,"Pressure dilution, a new method to prepare a stable Ni/fumed silica catalyst for the dry reforming of methane","V. Danghyan, S. Calderon Novoa, A. Mukasyan, E. E. Wolf",DOI:10.1016/j.apcatb.2018.04.033
NPRP8-509-2-209,Online Paper,Zn-enriched PtZn nanoparticle electrocatalysts synthesized by solution combustion for ethanol oxidation reaction in an alkaline medium,"Md. Abdul Matin, Anand Kumar, Mohammed Ali H. Saleh Saad, Mohammed J. Al-Marri, Sergey Suslov",DOI:10.1557/mrc.2018.62
NPRP8-509-2-209,Online Paper,Thermodynamic evaluation of hydrazine assisted glycerol reforming for syngas production and coke inhibition,"Jesna Ashraf, Anand Kumar",DOI:10.1016/j.ijhydene.2018.05.074
NPRP8-457-3-101,Journal Paper,STAT3 promotes IFNc/TNFa-induced muscle wasting in an NF-jB-dependent and IL-6-independent manner,"Jennifer F Ma, Brenda J Sanchez, Derek T Hall, Anne-Marie K Tremblay, Sergio Di Marco
Imed-Eddine Gallouzi",ISSN:201607052
NPRP8-425-1-087,Journal Paper,Stacking interactions between hydrogen-bridged and aromatic rings: study of crystal structures and quantum chemical calculations,"Jelena P. Blagojević, Dušan Ž. Veljković and Snežana D. Zarić",ISSN:1466-8033
NPRP8-425-1-087,Journal Paper,Aliphatic–aromatic stacking interactions in cyclohexane–benzene are stronger than aromatic–aromatic interaction in the benzene dimer,"D. B. Ninkovic, D. Z. Vojislavljevic-Vasilev, V. B. Medakovic,
M. B. Hall, E. N. Brothers and S. D. Zaric",ISSN:14639076
NPRP8-425-1-087,Journal Paper,Construction of Amyloid  PDB Files Database,"Stanković, Ivana; Hall, Michael B., and Zarić, Snežana D.",ISSN:1820 - 4503
NPRP8-425-1-087,Journal Paper,Noncovalent bonding: Stacking interactions of chelate rings of transition metal complexes,"Dušan P. Malenov, Goran V. Janjic, Vesna B. Medakovic, Michael B. Hall, Snezana D. Zaric",ISSN:00108545
NPRP8-425-1-087,Journal Paper,Insight into the Interactions of Amyloid b-Sheets with Graphene Flakes: Scrutinizing the Role of Aromatic Residues in Amyloids that Interact with Graphene,"D.M. Bozinovski, P.V. Petrovic, M.R. Belic, S.D. Zaric",ISSN:14397641
NPRP8-425-1-087,Journal Paper,Interactions of Aromatic Residues in Amyloids: A Survey of Protein 2 Data Bank Crystallographic Data,"Ivana M. Stanković, Dragana M. Božinovski, Edward N. Brothers, Milivoj R. Belić, Michael B. Hall, and Snežana D. Zarić",ISSN:15287483
NPRP8-425-1-087,Journal Paper,Unexpected Importance of Aromatic–Aliphatic andAliphatic Side Chain–Backbone Interactions in the Stability of Amyloids,"DraganB.Ninkovic ´, Dus ˇan P. Malenov, Predrag V. Petrovic ´, Edward N. Brothers, Shuqiang Niu, Michael B.Hall, MilivojR.Belic ´, and Snez ˇana D. Zaric",ISSN:15213765
NPRP8-425-1-087,Journal Paper,Unexpected Importance of Aromatic–Aliphatic and Aliphatic Side Chain–Backbone Interactions in the Stability of Amyloids,"Dragan B. Ninkovic, Dusan P. Malenov, Predrag V. Petrovic, Edward N. Brothers, Shuqiang Niu, Michael B. Hall, Milivoj R. Belic, and Snezana D. Zaric",ISSN:09476539
NPRP8-425-1-087,Journal Paper,Interactions of Aromatic Residues in Amyloids: A Survey of Protein Data Bank Crystallographic Data,"Ivana M. Stanković, Dragana M. Božinovski, Edward N. Brothers, Milivoj R. Belić, Michael B. Hall,
and Snežana D. Zarić",ISSN:15287483
NPRP8-425-1-087,Journal Paper,Insight into the Interactions of Amyloid beta-Sheets with Graphene Flakes: Scrutinizing the Role of Aromatic Residues in Amyloids that Interact with Graphene,"Dragana M. Bozˇinovski, [b] Predrag V. Petrovic´,[b] Milivoj R. Belic´,[b] and Snezˇana D. Zaric´*[a, b]",ISSN:1439-4235 (print); 1439-7641 (web)
NPRP8-425-1-087,Journal Paper,Influence of metal ion on chelate–aryl stacking interactions,"Dusan P. Malenov, Michael B. Hall,  Snezana D. Zarić",ISSN:00207608
NPRP8-418-2-175,Conference Paper,NUMERICAL MODEL FOR FIRE RESISTANCE EVALUATION OF STEEL REINFORCED POLYMER STRENGTHENED CONCRETE BEAMS,"Pratik Bhatt , Venkatesh Kodur , Rami Haweeleh , Nasser Al-Nuaimi , Jamal Abdalla",DOI:00000000000000000000
NPRP8-418-2-175,Book,NUMERICAL MODEL FOR FIRE RESISTANCE EVALUATION OF STEEL REINFORCED POLYMER STRENGTHENED CONCRETE BEAMS,"Pratik Bhatt , Venkatesh Kodur , Rami Haweeleh , Nasser Al-Nuaimi , Jamal Abdalla",ISBN:9781859232743
